ADN	ad
public	py.ˈblik
publicité	py.bli.si.ˈte
publier	pybl.ˈje
puce	pys
puis	pɥi
puiser	pɥi.ˈze
puisque	pɥisk
puissance	pɥi.ˈsãs
puissant	pɥi.ˈsã
puits	pɥi
puits de mine	pɥi.də.ˈmin
puma	py.ˈma
punaise	py.ˈnɛz
punir	py.ˈniʁ
punition	py.ni.ˈsjõ
pupitre	py.ˈpitʁ
pur	pyʁ
purifier	py.ʁi.ˈfje
purin	py.ˈʁɛ̃
purée	py.ˈʁe
pus	py
putain	py.ˈtɛ̃
puzzle	pyzzl
pygmée	pig.ˈme
pyjama	pi.ʒa.ˈma
pyramide	pi.ʁa.ˈmid
pécher	pe.ˈʃe
péché	pe.ˈʃe
pédale	pe.ˈdal
pédale d'accélération	pe.dal.dak.se.le.ʁa.ˈsjõ
pélargonium	pe.laʁ.go.ˈnjɔm
pélican	pe.li.ˈkã
pénible	pe.ˈnibl
péniblement	pe.ni.ˈbləm
péniche	pe.ˈniʃ
péninsule	pe.nɛ̃.ˈsyl
pénis	pe.ˈni
pénétrer	pe.ne.ˈtʁe
pépier	pe.ˈpje
pépin	pe.ˈpɛ̃
périlleux	pe.ʁi.ˈjø
période	pe.ˈʁjɔd
périr	pe.ˈʁiʁ
pérégriner	pe.ʁe.gʁi.ˈne
pétale	pe.ˈtal
péter	pe.ˈte
pétrir	pe.ˈtʁiʁ
pétrole	pe.ˈtʁɔl
père	pɛʁ
père adoptif	pɛ.ʁa.dɔp.ˈtif
père et mère	pɛ.ʁe.ˈmɛʁ
pâle	pal
pâlir	pa.ˈliʁ
pâquerette	pa.kə.ˈʁɛt
pâte	pat
pâtisserie	pa.ti.sə.ˈʁi
pâtre	patʁ
pâturage	pa.ty.ˈʁaʒ
pâture	pa.ˈtyʁ
pâté	pa.ˈte
pêche	pɛʃ
pêcher	pɛ.ˈʃe
pêcheur	pɛ.ˈʃœʁ
pêcheur à la ligne	pɛ.ʃœ.ʁa.la.ˈlinj
pôle	pol
quai	kɛ
qualifier	ka.li.ˈfje
qualifié	ka.li.ˈfje
qualité	ka.li.ˈte
quand	kã
quantité	kã.ti.ˈte
quant à	kãa
quant à moi	kãa.ˈmwa
quarante	ka.ˈʁãt
quart	kaʁ
quartier	kaʁ.ˈtje
quartz	kaʁts
quatorze	ka.ˈtɔʁz
quatorzième	ka.tɔʁz.ˈjɛm
quatre	katʁ
quatrième	ka.ˈtʁiɛm
que	kə
quel	kɛl
quelconque	kɛl.ˈkõk
quelle	kɛl
quelles	kɛl
quelle heure	kɛ.ˈlœʁ
quelquefois	kɛl.kə.ˈfwa
quelques	kɛlk
quelques uns	kɛl.ˈkœ̃
quelque chose	kɛlk.ˈʃoz
quelque part	kɛlk.ˈpaʁ
quelqu'un	kɛl.ˈky
quels	kɛl
querelle	kə.ˈʁɛl
question	kɛst.ˈjõ
queue	kø
qui	ki
quiet	kjɛ
quinze	kɛ̃z
quittance	ki.ˈtãs
quitter	ki.ˈte
qui a raison	kia.ʁɛ.ˈzõ
qui reste	ki.ˈʁɛst
quoi	kwa
quoique	kwak
quotidien	ko.ti.ˈdi
quotidiennement	ko.ti.djɛ.ˈnəm
qu'	k
rabais	ʁa.ˈbɛ
rabbin	ʁa.ˈbɛ̃
rabot	ʁa.ˈbo
raccommoder	ʁa.ko.mɔ.ˈde
raccourcir	ʁa.kuʁ.ˈsiʁ
race	ʁas
racine	ʁa.ˈsin
raconter	ʁa.kõ.ˈte
radeau	ʁa.ˈdo
radiateur	ʁa.dja.ˈtœʁ
radical	ʁa.di.ˈkal
radio	ʁa.ˈdjo
radis	ʁa.ˈdi
radium	ʁa.ˈdjɔm
radon	ʁa.ˈdõ
raffiner	ʁa.fi.ˈne
rafraîchir	ʁa.fʁɛ.ˈʃiʁ
rage	ʁaʒ
ragoût	ʁa.ˈgu
raide	ʁɛd
raidir	ʁɛ.ˈdiʁ
raie	ʁɛ
raifort	ʁɛ.ˈfɔʁ
rail	ʁaj
railler	ʁa.ˈje
rainure	ʁɛ.ˈnyʁ
raisin	ʁɛ.ˈzɛ̃
raison	ʁɛ.ˈzõ
raisonable	ʁɛ.zo.ˈnabl
raisonnable	ʁɛ.zo.ˈnabl
ralentir	ʁa.lã.ˈtiʁ
ramasser	ʁa.ma.ˈse
rame	ʁam
rameau	ʁa.ˈmo
ramer	ʁa.ˈme
rammasser	ʁa.ma.ˈse
rampe	ʁãp
ramper	ʁã.ˈpe
rancune	ʁã.ˈkyn
rand	ʁã
randonnée	ʁã.dɔ.ˈne
rang	ʁãg
ranger	ʁã.ˈʒe
rangée	ʁã.ˈʒe
rapide	ʁa.ˈpid
rapidement	ʁa.pi.ˈdəm
rapides Deschênes	ʁa.pid.dɛ.ˈʃɛn
rapides Norman	ʁa.pid.nɔʁ.ˈman
rapides Remic	ʁa.pi.dʁə.ˈmik
rapidité	ʁa.pi.di.ˈte
rapiécer	ʁa.pje.ˈse
rappeler	ʁa.pə.ˈle
rapper	ʁa.ˈpe
rapport	ʁa.ˈpɔʁ
rapporter	ʁa.pɔʁ.ˈte
rapporter des propos	ʁa.pɔʁ.te.de.pʁo.ˈpo
rapprocher	ʁa.pʁɔ.ˈʃe
rapsodie	ʁa.psɔ.ˈdi
rare	ʁaʁ
rarement	ʁa.ˈʁəm
raser	ʁa.ˈze
rassasié	ʁa.saz.ˈje
rassembler	ʁa.sã.ˈble
rassis	ʁa.ˈsi
rassurer	ʁa.sy.ˈʁe
rat	ʁa
rater	ʁa.ˈte
ration	ʁa.ˈsjõ
rationnel	ʁa.sjo.ˈnɛl
raton laveur	ʁa.tõ.la.ˈvœʁ
rattraper	ʁa.tʁa.ˈpe
rat musqué	ʁa.my.ˈske
rauque	ʁok
ravage	ʁa.ˈvaʒ
ravager	ʁa.va.ˈʒe
ravin	ʁa.ˈvɛ̃
ravir	ʁa.ˈviʁ
ravissant	ʁa.vi.ˈsã
ravisseur	ʁa.vi.ˈsœʁ
ravitaillement	ʁa.vi.ta.ˈjəm
rayer	ʁɛ.ˈje
rayon	ʁɛ.ˈjõ
rayonner	ʁɛ.jɔ.ˈne
rayon de rangement	ʁɛ.jõ.də.ʁã.ˈʒəm
rayon de soleil	ʁɛ.jõ.də.sɔ.ˈlɛj
rayure	ʁɛ.ˈjyʁ
rebelle	ʁə.ˈbɛl
rebondir	ʁə.bõ.ˈdiʁ
recensement	ʁə.sã.ˈsəm
receptionniste	ʁə.sɛps.jo.ˈnist
recette	ʁə.ˈsɛt
recevabilité	ʁə.sə.va.bi.li.ˈte
recevoir	ʁə.sə.ˈvwaʁ
recevoir des visiteurs	ʁə.sə.vwaʁ.de.vi.zi.ˈtœʁ
recevoir officiellement	ʁə.sə.vwa.ʁo.fi.sjɛ.ˈləm
recevoir solennellement	ʁə.sə.vwaʁ.sɔ.lã.nɛ.ˈləm
recherche	ʁə.ˈʃɛʁʃ
rechercher	ʁə.ʃɛʁ.ˈʃe
recommandable	ʁə.ko.mã.ˈdabl
recommandation	ʁə.ko.mã.da.ˈsjõ
recommander	ʁə.ko.mã.ˈde
recommandé	ʁə.ko.mã.ˈde
recommencer	ʁə.ko.mã.ˈse
reconduire	ʁə.kõ.ˈdɥiʁ
reconnaissance	ʁə.ko.nɛ.ˈsãs
reconnaissant	ʁə.ko.nɛ.ˈsã
reconnaître	ʁə.kɔ.ˈnɛtʁ
record	ʁə.ˈkɔʁ
recourir à	ʁə.ku.ʁi.ˈʁa
recours	ʁə.ˈkuʁ
recouvrer	ʁə.ku.ˈvʁe
recouvrir	ʁə.ku.ˈvʁiʁ
recruter	ʁə.kʁy.ˈte
rectangle	ʁɛk.ˈtãgl
rectifier	ʁɛk.ti.ˈfje
recueiller	ʁə.kœ.ˈje
recueillir	ʁə.kœ.ˈjiʁ
reculer	ʁə.ky.ˈle
redire	ʁə.ˈdiʁ
redoubler	ʁə.du.ˈble
redoutable	ʁə.du.ˈtabl
redouter	ʁə.du.ˈte
redresser	ʁə.dʁɛ.ˈse
redresser un jugement	ʁə.dʁɛ.seœ̃.ʒy.ˈʒəm
refaire	ʁə.ˈfɛʁ
reflet	ʁə.ˈflɛ
refléter	ʁə.flɛ.ˈte
reformer	ʁə.fɔʁ.ˈme
refuge	ʁə.ˈfyʒ
refuser	ʁə.fy.ˈze
regagner	ʁə.ga.ˈnje
regard	ʁə.ˈgaʁ
regarder	ʁə.gaʁ.ˈde
regarder bouche bée	ʁə.gaʁ.de.buʃ.ˈbe
regarder un spectacle	ʁə.gaʁ.deœ̃.spɛk.ˈtakl
regret	ʁə.ˈgʁɛ
regretter	ʁə.gʁɛ.ˈte
rein	ʁɛ̃
reine	ʁɛn
reins	ʁɛ̃
rejeter	ʁə.ʒə.ˈte
rejeter de la nourriture	ʁə.ʒə.te.də.la.nu.ʁi.ˈtyʁ
rejeter par intolérance	ʁə.ʒə.te.pa.ʁɛ̃.tɔ.le.ˈʁãs
rejoindre	ʁə.ˈʒwɛ̃dʁ
relatif	ʁə.la.ˈtif
relatif à la maison	ʁə.la.ti.fa.la.mɛ.ˈzõ
relation	ʁə.la.ˈsjõ
relativement	ʁə.la.ˈtivm
relier	ʁə.ˈlje
religieux	ʁə.liʒ.ˈjø
religion	ʁə.liʒ.ˈjõ
reliquat	ʁə.li.ˈka
relire	ʁə.ˈliʁ
rellier	ʁɛ.ˈlje
relâcher	ʁə.la.ˈʃe
remarquable	ʁə.maʁ.ˈkabl
remarque	ʁə.ˈmaʁk
rembourrer	ʁã.bu.ˈʁe
rembourser	ʁã.buʁ.ˈse
remerciement	ʁə.mɛʁ.ˈsim
remercier	ʁə.mɛʁ.ˈsje
remise	ʁə.ˈmiz
remonter	ʁə.mõ.ˈte
remorque	ʁə.ˈmɔʁk
remplacer	ʁã.pla.ˈse
remplir	ʁã.ˈpliʁ
remporter	ʁã.pɔʁ.ˈte
remuer	ʁə.ˈmye
remédier	ʁə.me.ˈdje
remède	ʁə.ˈmɛd
renard	ʁə.ˈnaʁ
renarde	ʁə.ˈnaʁd
rencontre	ʁã.ˈkõtʁ
rencontrer	ʁã.kõ.ˈtʁe
rendre	ʁãdʁ
rendre confus	ʁãdʁ.kõ.ˈfy
rendre plus beau	ʁãdʁ.ply.ˈbo
rendre trouble	ʁãdʁ.ˈtʁubl
renfermer	ʁã.fɛʁ.ˈme
rennomée	ʁã.nɔ.ˈme
renommée	ʁə.nɔ.ˈme
renoncer	ʁə.nõ.ˈse
renouveler	ʁə.nu.və.ˈle
renseignement	ʁã.sɛ.ˈnjəm
renseigner	ʁã.sɛ.ˈnje
rente	ʁãt
rentrée	ʁã.ˈtʁe
renverser	ʁã.vɛʁ.ˈse
renvoyer	ʁã.vwa.ˈje
repas	ʁə.ˈpa
repasser	ʁə.pa.ˈse
reporter	ʁə.pɔʁ.ˈte
repos	ʁə.ˈpo
repoussant	ʁə.pu.ˈsã
repousser	ʁə.pu.ˈse
reprendre	ʁə.ˈpʁãdʁ
reprise	ʁə.ˈpʁiz
reproche	ʁə.ˈpʁɔʃ
reprocher	ʁə.pʁɔ.ˈʃe
représentant	ʁə.pʁe.zã.ˈtã
représentatif	ʁə.pʁe.zã.ta.ˈtif
représentation	ʁə.pʁe.zã.ta.ˈsjõ
représenter	ʁə.pʁe.zã.ˈte
requin	ʁə.ˈkɛ̃
requérir	ʁə.ke.ˈʁiʁ
requête	ʁə.ˈkɛt
respect	ʁɛ.ˈspɛ
respecter	ʁɛ.spɛk.ˈte
respectif	ʁɛ.spɛk.ˈtif
respiration	ʁɛ.spi.ʁa.ˈsjõ
respirer	ʁɛ.spi.ˈʁe
respondre	ʁɛ.ˈspõdʁ
responsable	ʁɛ.spõ.ˈsabl
ressembler	ʁə.sã.ˈble
ressentir	ʁə.sã.ˈtiʁ
ressort	ʁə.ˈsɔʁ
ressource	ʁə.ˈsuʁs
restaurant	ʁɛ.stɔ.ˈʁã
restaurer	ʁɛ.stɔ.ˈʁe
reste	ʁɛst
rester	ʁɛ.ˈste
rester en arrière	ʁɛ.stea.ˈʁjɛʁ
retarder	ʁə.taʁ.ˈde
retenir	ʁə.tə.ˈniʁ
retirer	ʁə.ti.ˈʁe
retomber	ʁə.tõ.ˈbe
retour	ʁə.ˈtuʁ
retourner	ʁə.tuʁ.ˈne
retraite	ʁə.ˈtʁɛt
retraité	ʁə.tʁɛ.ˈte
retrancher	ʁə.tʁã.ˈʃe
revanche	ʁə.ˈvãʃ
revenir	ʁə.və.ˈniʁ
revenir toujours sur la même chapitre	ʁə.və.niʁ.tu.ʒuʁ.syʁ.la.mɛm.ʃa.ˈpitʁ
revenir à	ʁə.və.ni.ˈʁa
revenu	ʁə.və.ˈny
revoir	ʁə.ˈvwaʁ
revolver	ʁə.vɔl.ˈve
revue	ʁə.ˈvy
revêtir	ʁə.vɛ.ˈtiʁ
reçu	ʁə.ˈsy
re retirer	ʁə.ʁə.ti.ˈʁe
rhinocéros	ʁi.nɔ.se.ˈʁo
rhododendron	ʁɔ.dɔ.dɛ̃.ˈdʁõ
rhum	ʁɔm
rhumatisme	ʁy.ma.ˈtism
rhume	ʁym
rhénan	ʁe.ˈnã
ricaner	ʁi.ka.ˈne
riche	ʁiʃ
richesse	ʁi.ˈʃɛs
ride	ʁid
rideau	ʁi.ˈdo
rider	ʁi.ˈde
ridicule	ʁi.di.ˈkyl
rien	ʁi
rigide	ʁi.ˈʒid
rigoureux	ʁi.gu.ˈʁø
rimarquer	ʁi.maʁ.ˈke
rime	ʁim
rincer	ʁɛ̃.ˈse
rire	ʁiʁ
risque	ʁisk
risquer	ʁi.ˈske
risque d'accident	ʁisk.dak.ˈsid
rite	ʁit
rival	ʁi.ˈval
rivaliser	ʁi.va.li.ˈze
rivet	ʁi.ˈvɛ
rivière	ʁi.ˈvjɛʁ
rivière Again	ʁi.vjɛ.ʁa.ˈgɛ̃
rivière Atabasca	ʁi.vjɛ.ʁa.ta.ba.ˈska
rivière Bujeault	ʁi.vjɛʁ.by.ˈʒolt
rivière Harricana	ʁi.vjɛ.ʁa.ʁi.ka.ˈna
rivière Joir	ʁi.vjɛʁ.ˈʒwaʁ
rivière Kachekaosipou	ʁi.vjɛʁ.kaʃ.kao.zi.ˈpu
rivière Kedgwick	ʁi.vjɛʁ.kəg.ˈwik
rivière Madawaska	ʁi.vjɛʁ.ma.do.va.ˈska
rivière Magusi	ʁi.vjɛʁ.mag.ˈzi
rivière Mercereau	ʁi.vjɛʁ.mɛʁ.sə.ˈʁo
rivière Napetipi	ʁi.vjɛʁ.na.pə.ti.ˈpi
rivière Natashquan	ʁi.vjɛʁ.na.taz.ˈkã
rivière Natashquan Est	ʁi.vjɛʁ.na.taz.ˈkãɛst
rivière Patapédia	ʁi.vjɛʁ.pa.ta.pe.ˈdja
rivière Piscapecassy	ʁi.vjɛʁ.pi.ska.pə.kas.ˈsi
rivière Rigaud	ʁi.vjɛʁ.ʁi.ˈgo
rivière Rigaud Est	ʁi.vjɛʁ.ʁi.ˈgoɛst
rivière Rimouski	ʁi.vjɛʁ.ʁi.mu.ˈski
rivière Ristigouche	ʁi.vjɛʁ.ʁi.sti.ˈguʃ
rivière Saguenay	ʁi.vjɛʁ.sa.gə.ˈnɛj
rivière Saskachewan Nord	ʁi.vjɛʁ.sa.ska.ʃu.vã.ˈnɔʁ
rivière Saskachewan Sud	ʁi.vjɛʁ.sa.ska.ʃu.vã.ˈsyd
rivière Turcotte	ʁi.vjɛʁ.tyʁ.ˈkɔt
rivière Verte	ʁi.vjɛʁ.ˈvɛʁt
rivière des Outaouais	ʁi.vjɛʁ.deu.ˈtauɛ
rivière de la Paix	ʁi.vjɛʁ.də.la.ˈpɛ
rivière du Détour	ʁi.vjɛʁ.dy.de.ˈtuʁ
rivière du Petit Mécatina	ʁi.vjɛʁ.dy.pə.ti.me.ka.ti.ˈna
rivière à la Pluie	ʁi.vjɛ.ʁa.lapl.ˈɥi
riz	ʁi
robe	ʁɔb
robinet	ʁo.bi.ˈnɛ
robot	ʁo.ˈbo
robuste	ʁɔ.ˈbyst
roc	ʁɔk
rocher	ʁɔ.ˈʃe
roder	ʁɔ.ˈde
roi	ʁwa
roman	ʁo.ˈmã
romantique	ʁo.mã.ˈtik
rompre	ʁõpʁ
rond	ʁõ
ronde	ʁõd
ronfler	ʁõ.ˈfle
ronger	ʁõ.ˈʒe
ronronner	ʁõ.ʁɔ.ˈne
rose	ʁoz
roseau	ʁo.ˈzo
rosse	ʁos
rosser	ʁo.ˈse
rossignol	ʁo.si.ˈnjɔl
rosée	ʁo.ˈze
roter	ʁɔ.ˈte
roue	ʁu
rouge	ʁuʒ
rougir	ʁu.ˈʒiʁ
rouille	ʁuj
rouleau	ʁu.ˈlo
rouler	ʁu.ˈle
roulure	ʁu.ˈlyʁ
roumain	ʁu.ˈmɛ̃
rouspéter	ʁu.spɛ.ˈte
route	ʁut
route aérienne	ʁu.tae.ˈʁjɛn
routine	ʁu.ˈtin
royal	ʁwa.ˈjal
royaume	ʁwa.ˈjom
ruban	ʁy.ˈbã
rubidium	ʁy.bi.ˈdjɔm
rubrique	ʁy.ˈbʁik
ruche	ʁyʃ
rucher	ʁy.ˈʃe
rude	ʁyd
rue	ʁy
ruelle	ʁyɛl
ruine	ʁɥin
ruiner	ʁɥi.ˈne
ruisseau	ʁɥi.ˈso
ruisseau Armstrong	ʁɥi.soaʁm.ˈstʁõŋ
ruisseau Benedict	ʁɥi.so.bən.ˈdikt
ruisseau Burwash	ʁɥi.so.by.ˈʁwaʃ
ruisseau Cedar	ʁɥi.so.sə.ˈdaʁ
ruisseau Chanion	ʁɥi.so.ʃa.ˈnjõ
ruisseau Chisholm	ʁɥi.so.ʃi.ˈʃɔlm
ruisseau Julian	ʁɥi.so.ʒy.ˈljã
ruisseau McDiarmid	ʁɥi.somk.djaʁ.ˈmi
ruisseau Pollard	ʁɥi.so.pɔ.ˈlaʁ
ruisseau Pontiac	ʁɥi.so.põ.ˈtjak
ruisseau Pontleroy	ʁɥi.so.põt.lə.ˈʁwaj
ruisseau Prices	ʁɥi.so.ˈpʁis
ruisseau Quigley	ʁɥi.so.ki.ˈglɛ
ruisseau Saugeen	ʁɥi.so.so.ˈʒi
ruisseau Sisson	ʁɥi.so.si.ˈsõ
ruisseau States Nord	ʁɥi.so.stat.ˈnɔʁ
ruisseau Sunday	ʁɥi.so.sy.ˈdɛj
ruisseau Sunrise	ʁɥi.so.sy.ˈʁiz
ruisseau Teed	ʁɥi.so.ˈti
ruisselet	ʁɥi.sə.ˈlɛ
ruminer	ʁy.mi.ˈne
rupture	ʁyp.ˈtyʁ
rural	ʁy.ˈʁal
russe	ʁys
rustique	ʁy.ˈstik
rusé	ʁy.ˈze
rythme	ʁitm
rythmique	ʁit.ˈmik
rythmé	ʁit.ˈme
réaction	ʁeak.ˈsjõ
réaliser	ʁea.li.ˈze
réalité	ʁea.li.ˈte
récemment	ʁe.ˈsam
réception	ʁe.sɛps.ˈjõ
récif	ʁe.ˈsif
réciproque	ʁe.si.ˈpʁɔk
récit	ʁe.ˈsi
réciter	ʁe.si.ˈte
réclame	ʁe.ˈklam
réclamer	ʁe.kla.ˈme
récolte	ʁe.ˈkɔlt
récolter	ʁe.kɔl.ˈte
récompense	ʁe.kõ.ˈpãs
récompenser	ʁe.kõ.pã.ˈse
réconforter	ʁe.kõ.fɔʁ.ˈte
récréation	ʁe.kʁea.ˈsjõ
récupérer	ʁe.ky.pe.ˈʁe
récurer	ʁe.ky.ˈʁe
rédaction	ʁe.dak.ˈsjõ
rédiger	ʁe.di.ˈʒe
réduction	ʁe.dyk.ˈsjõ
réduction de texte	ʁe.dyk.sjõ.də.ˈtɛkst
réduire	ʁe.ˈdɥiʁ
réduire en miettes	ʁe.dɥiʁ.ˈmjɛt
réel	ʁeɛl
réellement	ʁeɛ.ˈləm
réfectoire	ʁe.fɛk.ˈtwaʁ
réflexion	ʁe.flɛk.ˈsjõ
réfléchir	ʁe.fle.ˈʃiʁ
réformer	ʁe.fɔʁ.ˈme
réfrigérateur	ʁe.fʁi.ʒe.ʁa.ˈtœʁ
réfugié	ʁe.fyʒ.ˈje
réfuter	ʁe.fy.ˈte
régaler	ʁe.ga.ˈle
régime	ʁe.ˈʒim
régiment	ʁe.ˈʒim
région	ʁeʒ.ˈjõ
réglage	ʁe.ˈglaʒ
réglement	ʁe.ˈgləm
régler	ʁe.ˈgle
régner	ʁe.ˈnje
régulier	ʁe.gy.ˈlje
régulièrement	ʁe.gy.ljɛ.ˈʁəm
réjouir	ʁe.ˈʒwiʁ
répandre	ʁe.ˈpãdʁ
réparer	ʁe.pa.ˈʁe
répartir	ʁe.paʁ.ˈtiʁ
répercussion	ʁe.pɛʁ.ky.ˈsjõ
répersussion	ʁe.pɛʁ.sy.ˈsjõ
répondre	ʁe.ˈpõdʁ
réponse	ʁe.ˈpõs
réponse d'un problème	ʁe.põs.dy.pʁo.ˈblɛm
réprimander	ʁe.pʁi.mã.ˈde
réprimer	ʁe.pʁi.ˈme
république	ʁe.py.ˈblik
répulsion	ʁe.pyl.ˈsjõ
réputation	ʁe.py.ta.ˈsjõ
répéter	ʁe.pe.ˈte
réseau	ʁe.ˈzo
réserve	ʁe.ˈzɛʁv
réserver	ʁe.zɛʁ.ˈve
réserver pour	ʁe.zɛʁ.ve.ˈpuʁ
résigner	ʁe.zi.ˈnje
résine	ʁe.ˈzin
résistance	ʁe.zi.ˈstãs
résistance à l'air	ʁe.zi.stã.sa.ˈlɛʁ
résister	ʁe.zi.ˈste
résolution	ʁe.zɔ.ly.ˈtjõ
résonner	ʁe.zɔ.ˈne
résoudre	ʁe.ˈzudʁ
résultat	ʁe.zyl.ˈta
résulter	ʁe.zyl.ˈte
résumer	ʁe.zy.ˈme
rétorquer	ʁe.tɔʁ.ˈke
réunion	ʁey.ˈnjõ
réunir	ʁey.ˈniʁ
réussir	ʁey.ˈsiʁ
réveil	ʁe.ˈvɛj
réveiller	ʁe.ve.ˈje
réviser	ʁe.vi.ˈze
révolte	ʁe.ˈvɔlt
révolution	ʁe.vɔ.ly.ˈtjõ
révéler	ʁe.ve.ˈle
règle	ʁɛgl
règne	ʁɛnj
râler	ʁa.ˈle
râper	ʁa.ˈpe
râteau	ʁa.ˈto
râteler	ʁa.tə.ˈle
rêve	ʁɛv
rêver	ʁɛ.ˈve
rêver éveillé	ʁɛ.vee.ve.ˈje
rôder	ʁo.ˈde
rôle	ʁol
rôtir	ʁo.ˈtiʁ
s.v.p.	ɛs.ve.ˈpe
sa	sa
sable	sabl
sabot	sa.ˈbo
sacoche	sa.ˈkɔʃ
sacré	sa.ˈkʁe
sac tyrolien	sak.ti.ʁɔ.ˈli
sagace	sa.ˈgas
sage	saʒ
sagement	sa.ˈʒəm
sagesse	sa.ˈʒɛs
saillant	sa.ˈjã
sain	sɛ̃
saint	sɛ̃
saisir	sɛ.ˈziʁ
saison	sɛ.ˈzõ
salade	sa.ˈlad
salaire	sa.ˈlɛʁ
salami	sa.la.ˈmi
sale	sal
saler	sa.ˈle
salir	sa.ˈliʁ
salive	sa.ˈliv
salle	sal
salle de bains	sal.də.ˈbɛ̃
salle à manger	sa.la.mã.ˈʒe
salon	sa.ˈlõ
salon de réception	sa.lõ.də.ʁe.sɛps.ˈjõ
saluer	sa.ˈlye
salut	sa.ˈly
salutation	sa.ly.ta.ˈsjõ
samedi	sa.mə.ˈdi
sanction	sãk.ˈsjõ
sandale	sã.ˈdal
sandwich	sã.ˈdwitʃ
sang	sã
sanglier	sãgl.ˈje
sanglot	sã.ˈglo
sangsue	sã.ˈsy
sans	sã
sans doute	sã.ˈdut
sans détour	sã.de.ˈtuʁ
sans faute	sã.ˈfot
santé	sã.ˈte
saper	sa.ˈpe
sapin	sa.ˈpɛ̃
sarcler	saʁ.ˈkle
sardine	saʁ.ˈdin
satellite	sa.tɛ.ˈlit
satisfaire	sa.ti.ˈsfɛʁ
satisfaisant	sa.ti.sfø.ˈzã
satisfait	sa.ti.ˈsfɛ
saturer	sa.ty.ˈʁe
sauce	sos
saucisse	so.ˈsis
sauf	sof
sauge	soʒ
saule	sol
saumon	so.ˈmõ
saut	so
sauter	so.ˈte
sauterelle	so.tə.ˈʁɛl
sauter à l'abordage	so.tea.la.bɔʁ.ˈdaʒ
sautiller	so.ti.ˈje
sauvage	so.ˈvaʒ
sauver	so.ˈve
savant	sa.ˈvã
savoir	sa.ˈvwaʁ
savon	sa.ˈvõ
savourer	sa.vu.ˈʁe
savoureux	sa.vu.ˈʁø
saxophone	sak.so.ˈfɔn
scandale	skã.ˈdal
scandinave	skã.di.ˈnav
scaphandre autonome	ska.fã.dʁo.to.ˈnɔm
scarabée	ska.ʁa.ˈbe
sceau	so
sceller	sɛ.ˈle
sceptique	sɛp.ˈtik
schah	ʃa
schéma	ʃe.ˈma
scie	si
science	sjãs
scier	sje
scintiller	sɛ̃.ti.ˈje
score	skɔʁ
scorpion	skɔʁ.ˈpjõ
scénario	se.na.ˈʁjo
scène	sɛn
se	sə
seau	so
sec	sɛk
second	sə.ˈgõ
secondaire	sə.gõ.ˈdɛʁ
seconde	sə.ˈgõd
secouer	sə.ˈkue
secourir	sə.ku.ˈʁiʁ
secours	sə.ˈkuʁ
secret	sə.ˈkʁɛ
secrétaire	sə.kʁɛ.ˈtɛʁ
secte	sɛkt
secteur	sɛk.ˈtœʁ
section	sɛk.ˈsjõ
sectionner	sɛk.sjɔ.ˈne
seigle	sɛgl
seigneur	sɛ.ˈnjœʁ
seigneurie	sɛ.njœ.ˈʁi
sein	sɛ̃
seize	sɛz
sel	sɛl
selle	sɛl
selon	sə.ˈlõ
semaine	sə.ˈmɛn
semblable	sã.ˈblabl
sembler	sã.ˈble
semelle	sə.ˈmɛl
semence	sə.ˈmãs
semer	sə.ˈme
sens	sãs
sensible	sã.ˈsibl
sensé	sã.ˈse
sentence	sã.ˈtãs
sentier	sã.ˈtje
sentiment	sã.ˈtim
sentinelle	sã.ti.ˈnɛl
sentir	sã.ˈtiʁ
sept	sɛt
septembre	sɛp.ˈtãbʁ
septique	sɛp.ˈtik
serbe	sɛʁb
serein	sə.ˈʁɛ̃
sergent	sɛʁʒ
serment	sɛʁm
sermon	sɛʁ.ˈmõ
sermonner	sɛʁ.mɔ.ˈne
serpe	sɛʁp
serpent	sɛʁp
serrer	sɛ.ˈʁe
serrer plus fort	sɛ.ʁe.ply.ˈfɔʁ
serrure	sɛ.ˈʁyʁ
servage	sɛʁ.ˈvaʒ
servante	sɛʁ.ˈvãt
serveur	sɛʁ.ˈvœʁ
serviable	sɛʁ.ˈvjabl
service	sɛʁ.ˈvis
serviette	sɛʁ.ˈvjɛt
serviette de table	sɛʁ.vjɛt.də.ˈtabl
servir	sɛʁ.ˈviʁ
serviteur	sɛʁ.vi.ˈtœʁ
session	sɛ.ˈsjõ
seuil	sœj
seul	sœl
seulement	sœ.ˈləm
sexe	sɛks
se bagarrer	sə.ba.ga.ˈʁe
se baigner	sə.bɛ.ˈnje
se battre	sə.ˈbatʁ
se conduire	sə.kõ.ˈdɥiʁ
se conformer	sə.kõ.fɔʁ.ˈme
se coucher	sə.ku.ˈʃe
se disputer	sə.di.spy.ˈte
se douter de	sə.du.te.ˈdə
se dresser	sə.dʁɛ.ˈse
se débattre	sə.de.ˈbatʁ
se délecter	sə.de.lɛk.ˈte
se démener	sə.de.mə.ˈne
se déplacer	sə.de.pla.ˈse
se dépêcher	sə.de.pe.ˈʃe
se déshabiller	sə.de.za.bi.ˈje
se dévouer	sə.de.ˈvue
se faner	sə.fa.ˈne
se fatiguer	sə.fa.ti.ˈge
se fier	sə.ˈfje
se fier à	sə.ˈfjea
se lamenter	sə.la.mã.ˈte
se lever	sə.lə.ˈve
se marier	sə.ma.ˈʁje
se masturber	sə.ma.styʁ.ˈbe
